-0.00134138,0.00129034,0.97338212,0.01839653,0.00000420
-0.00199931,0.00030345,-0.77704097,0.44276144,0.00014937
-0.00232827,0.00030345,-0.42471939,0.34933537,0.00150383
-0.00265724,0.00063241,1.07766405,0.27367340,0.00815695
-0.00232827,0.00096138,1.32340101,-0.00068345,0.02909718
-0.00232827,0.00063241,-0.40004702,0.51250204,0.07516719
-0.00298620,0.00030345,-0.65302114,0.39999598,0.14888559
-0.00298620,-0.00002552,0.65593081,0.28847683,0.23522874
-0.00167034,0.00063241,1.43919674,0.06872818,0.30634601
-0.00232827,0.00063241,-0.10101779,0.50230412,0.34029072
-0.00265724,0.00063241,-0.90599528,0.40493046,0.33651190
-0.00265724,0.00030345,0.07991299,0.29867475,0.31350672
-0.00232827,0.00063241,1.40268161,0.40690425,0.29374495
-0.00199931,0.00096138,0.25755412,0.55131991,0.29115205
-0.00331517,-0.00002552,-1.06587231,0.47236830,0.30816776
-0.00298620,0.00030345,-0.06548956,0.32203127,0.33923039
-0.00199931,0.00063241,1.36945613,0.11774397,0.37589179
-0.00167034,0.00063241,0.39407461,0.02727858,0.40999558
-0.00298620,0.00030345,-1.15567978,0.08024195,0.43258752
-0.00331517,-0.00002552,-0.29543613,0.18452387,0.43092553
-0.00232827,0.00096138,1.24839695,0.15031151,0.39075074
-0.00199931,0.00096138,0.78718787,0.25360654,0.30727328
-0.00298620,0.00096138,-1.08626815,0.32301816,0.19714281
-0.00298620,0.00030345,-0.50992134,0.30722784,0.09794428
-0.00199931,0.00030345,1.00562070,0.30953059,0.05050884
-0.00167034,0.00129034,0.94081457,0.04964820,0.07487574
-0.00265724,0.00030345,-0.94612902,0.55822818,0.15716453
-0.00331517,0.00030345,-0.63525703,0.41841803,0.25664469
-0.00265724,0.00030345,0.85166503,0.31413611,0.32884029
-0.00167034,0.00096138,1.07207165,-0.00002552,0.35093550
-0.00232827,0.00096138,-0.64052047,0.54474061,0.33300473
-0.00265724,0.00063241,-0.90764011,0.42499733,0.30607059
-0.00232827,0.00030345,0.45690694,0.30689887,0.29623499
-0.00167034,0.00063241,1.23589628,0.06247784,0.30758562
-0.00265724,0.00063241,-0.26122376,0.54934612,0.32681506
-0.00265724,-0.00035448,-1.05600336,0.44506420,0.33942575
-0.00265724,0.00030345,0.12169155,0.32038644,0.34008949
-0.00199931,0.00096138,1.26550314,0.38519256,0.33282672
-0.00167034,0.00096138,0.04570062,0.54013510,0.32698601
-0.00232827,0.00030345,-1.20634041,0.48684276,0.33227810
-0.00232827,0.00030345,-0.18490387,0.35854639,0.35323036
-0.00199931,0.00030345,1.26616107,0.36282293,0.38616279
-0.00134138,0.00096138,0.29867475,0.52829236,0.42135911
-0.00199931,0.00063241,-1.23331555,0.51118618,0.44817708
-0.00232827,-0.00002552,-0.37208499,0.37071809,0.45960689
-0.00199931,0.00030345,1.13095640,0.34407193,0.45538000
-0.00134138,0.00129034,0.67336596,0.53256891,0.44258594
-0.00199931,0.00096138,-1.18594457,0.54770130,0.43159540
-0.00298620,0.00030345,-0.56979298,0.39407461,0.42903672
-0.00167034,0.00063241,0.93752492,0.32400506,0.43432386
-0.00134138,0.00096138,0.86515260,0.04602959,0.44262501
-0.00167034,0.00063241,-1.00731652,0.58421642,0.44890968
-0.00232827,0.00030345,-0.70401073,0.42466836,0.44768561
-0.00199931,0.00030345,0.76975272,0.32170230,0.43199481
-0.00101241,0.00096138,0.97634280,0.00030345,0.39844364
-0.00134138,0.00030345,-0.69907625,0.62500809,0.35492846
-0.00265724,-0.00035448,-0.94053661,0.46578900,0.31918271
-0.00199931,0.00030345,0.42499733,0.32532092,0.30579904
-0.00134138,0.00096138,1.19872322,0.01773859,0.31536541
-0.00101241,0.00096138,-0.28951476,0.67369492,0.33694901
-0.00199931,-0.00002552,-1.09383434,0.51348893,0.35798520
-0.00199931,-0.00002552,0.07201783,0.34275607,0.37043580
-0.00101241,0.00030345,1.19049909,0.46743382,0.37263039
-0.00101241,0.00030345,-0.00331517,0.67336596,0.37057737
-0.00199931,-0.00002552,-1.23265761,0.56217576,0.37611568
-0.00199931,0.00096138,-0.18062733,0.36709948,0.39926881
-0.00134138,0.00063241,1.24444937,0.40493046,0.44041061
-0.00101241,0.00129034,0.27400237,0.62533705,0.48902666
-0.00167034,0.00063241,-1.26686999,0.58520332,0.52880964
-0.00232827,0.00030345,-0.41616630,0.37729740,0.54558585
-0.00167034,0.00030345,1.09805989,0.36380983,0.53548290
-0.00101241,0.00096138,0.62961360,0.59046676,0.50859774
-0.00199931,0.00030345,-1.18758940,0.59704606,0.48284509
-0.00232827,0.00030345,-0.57077988,0.39440358,0.47121738
-0.00167034,0.00030345,0.96055248,0.31018852,0.47417300
-0.00068345,0.00063241,0.81251818,0.01872549,0.48323894
-0.00167034,0.00030345,-1.05468750,0.57763712,0.48861276
-0.00232827,0.00030345,-0.69907625,0.39769323,0.48170457
-0.00167034,0.00030345,0.76284446,0.27334444,0.45488614
-0.00068345,0.00096138,1.06779510,-0.00002552,0.40622115
-0.00167034,-0.00035448,-0.69381281,0.56151783,0.34661869
-0.00199931,-0.00002552,-0.93329938,0.40756218,0.29732524
-0.00167034,0.00063241,0.38979807,0.26775203,0.27536742
-0.00134138,0.00063241,1.14016743,0.00161931,0.28135214
-0.00101241,0.00063241,-0.30793680,0.53651649,0.30187292
-0.00199931,-0.00035448,-1.10896674,0.42401043,0.32091168
-0.00232827,-0.00002552,0.04931924,0.28584511,0.32809723
-0.00134138,0.00030345,1.14937845,0.34275607,0.32153805
-0.00035448,0.00030345,-0.04147511,0.49243517,0.30848469
-0.00232827,0.00030345,-1.22871003,0.42565526,0.30225881
-0.00199931,-0.00035448,-0.20628660,0.29637199,0.31374665
-0.00101241,-0.00002552,1.21747423,0.29867475,0.34321827
-0.00101241,0.00030345,0.23979000,0.47401312,0.37967026
-0.00199931,0.00063241,-1.29285823,0.45920970,0.40754334
-0.00199931,-0.00068345,-0.39182289,0.31874162,0.41557476
-0.00167034,-0.00035448,1.09444128,0.28222649,0.40327980
-0.00101241,0.00096138,0.62040258,0.46447314,0.38156856
-0.00167034,-0.00035448,-1.18331285,0.47796070,0.36560445
-0.00232827,-0.00002552,-0.57012195,0.33584780,0.36414690
-0.00167034,0.00063241,0.93588009,0.26018584,0.37458271
-0.00101241,0.00096138,0.79672786,0.19340593,0.38756753
-0.00199931,-0.00002552,-1.06291162,0.48980345,0.39475868
-0.00265724,-0.00002552,-0.68690454,0.35624363,0.39173482
-0.00199931,0.00030345,0.79442510,0.24176379,0.37696467
-0.00101241,0.00096138,1.05759718,-0.00068345,0.35240353
-0.00167034,0.00063241,-0.68723351,0.52006823,0.32511325
-0.00232827,-0.00068345,-0.91718009,0.38782428,0.30407280
-0.00167034,-0.00002552,0.37137602,0.25886998,0.29299323
-0.00101241,0.00096138,1.12766675,0.09570331,0.28824141
-0.00134138,0.00030345,-0.29214648,0.52237099,0.28521620
-0.00232827,-0.00002552,-1.06653024,0.41677320,0.28426502
