3,400184.4486,3,0.000632601
6,103510.7315,3,0.000321731
9,469521.6199,4,0.000685216
13,467103.9025,2,0.00068345
15,125656.0704,3,0.00035448
18,525410.4815,3,0.000724852
21,467300.5655,3,0.000683594
24,141281.6704,2,0.000375875
26,467300.5655,4,0.000683594
30,525410.4815,0,0.000724852
30,525410.4815,4,0.000724852
34,467103.9025,4,0.00068345
38,469521.6199,4,0.000685216
42,467103.9025,4,0.00068345
46,141281.6704,4,0.000375875
50,469521.6199,4,0.000685216
54,1042163.605,4,0.001020864
58,141281.6704,3,0.000375875
61,402842.2601,2,0.000634699
63,469521.6199,2,0.000685216
65,92081.9025,2,0.00030345
67,469521.6199,5,0.000685216
72,525410.4815,3,0.000724852
75,1025989.413,5,0.001012911
80,141281.6704,4,0.000375875
84,525410.4815,4,0.000724852
88,467103.9025,3,0.00068345
91,467300.5655,3,0.000683594
94,925385.6816,2,0.00096197
96,141281.6704,4,0.000375875
100,468345.7047,4,0.000684358
104,129852.8414,0,0.000360351
104,141281.6704,4,0.000375875
108,141281.6704,5,0.000375875
113,469521.6199,2,0.000685216
115,467103.9025,2,0.00068345
117,1024974.008,4,0.00101241
121,467103.9025,4,0.00068345
125,469521.6199,2,0.000685216
127,402842.2601,3,0.000634699
130,525410.4815,4,0.000724852
134,525410.4815,4,0.000724852
138,525410.4815,4,0.000724852
142,1024974.008,4,0.00101241
146,467103.9025,4,0.00068345
150,525410.4815,4,0.000724852
154,1024974.008,4,0.00101241
158,129852.8414,2,0.000360351
160,141281.6704,2,0.000375875
162,1042163.605,5,0.001020864
167,467103.9025,2,0.00068345
169,399942.4081,3,0.00063241
172,129852.8414,4,0.000360351
176,513981.6525,3,0.000716925
179,469521.6199,1,0.000685216
180,141281.6704,4,0.000375875
184,1034975.001,4,0.001017337
188,469521.6199,4,0.000685216
192,1024974.008,4,0.00101241
196,467103.9025,4,0.00068345
200,513981.6525,4,0.000716925
204,469521.6199,4,0.000685216
208,141281.6704,5,0.000375875
213,467103.9025,3,0.00068345
216,467300.5655,5,0.000683594
221,1034975.001,3,0.001017337
224,525410.4815,2,0.000724852
226,513981.6525,4,0.000716925
230,525410.4815,3,0.000724852
233,469521.6199,4,0.000685216
237,1042163.605,5,0.001020864
242,509784.8815,4,0.000713992
246,129852.8414,0,0.000360351
246,129852.8414,4,0.000360351
250,1024974.008,4,0.00101241
254,469521.6199,2,0.000685216
256,129852.8414,2,0.000360351
258,1036766.759,4,0.001018217
262,469521.6199,4,0.000685216
266,469521.6199,2,0.000685216
268,141281.6704,4,0.000375875
272,1137388.75,4,0.001066484
276,10995566.27,4,0.003315956
280,525410.4815,4,0.000724852
284,1153014.35,3,0.001073785
287,1025989.413,1,0.001012911
288,141281.6704,4,0.000375875
292,525410.4815,4,0.000724852
296,509784.8815,0,0.000713992
296,525410.4815,4,0.000724852
300,1034975.001,4,0.001017337
304,469521.6199,4,0.000685216
308,525410.4815,5,0.000724852
313,467103.9025,3,0.00068345
316,1034975.001,4,0.001017337
320,467300.5655,4,0.000683594
324,525410.4815,6,0.000724852
330,525410.4815,3,0.000724852
333,1025989.413,5,0.001012911
338,525410.4815,4,0.000724852
342,1042163.605,4,0.001020864
346,1153014.35,4,0.001073785
350,467103.9025,4,0.00068345
354,525410.4815,0,0.000724852
354,513981.6525,4,0.000716925
358,513981.6525,0,0.000716925
358,525410.4815,4,0.000724852
362,1034975.001,4,0.001017337
366,509784.8815,4,0.000713992
370,509784.8815,5,0.000713992
375,1804148.641,3,0.001343186
378,1153014.35,2,0.001073785
380,1153014.35,3,0.001073785
383,1034975.001,5,0.001017337
388,509784.8815,4,0.000713992
392,467103.9025,3,0.00068345
395,1036766.759,5,0.001018217
400,1141585.521,4,0.00106845
404,513981.6525,0,0.000716925
404,509784.8815,4,0.000713992
408,1024974.008,5,0.00101241
413,1042163.605,3,0.001020864
416,1153014.35,5,0.001073785
421,1034975.001,3,0.001017337
424,509784.8815,4,0.000713992
428,525410.4815,2,0.000724852
430,1034975.001,3,0.001017337
433,1034975.001,3,0.001017337
436,525410.4815,6,0.000724852
442,525410.4815,4,0.000724852
446,509784.8815,1,0.000713992
447,1034975.001,3,0.001017337
450,509784.8815,4,0.000713992
454,1804148.641,4,0.001343186
458,1024974.008,4,0.00101241
462,513981.6525,0,0.000716925
462,525410.4815,4,0.000724852
466,1804148.641,4,0.001343186
470,141281.6704,1,0.000375875
471,1025989.413,4,0.001012911
475,1042163.605,3,0.001020864
478,525410.4815,6,0.000724852
484,525410.4815,4,0.000724852
488,525410.4815,3,0.000724852
491,467103.9025,5,0.00068345
496,1153014.35,4,0.001073785
500,467103.9025,4,0.00068345
504,467103.9025,4,0.00068345
508,525410.4815,4,0.000724852
512,1042163.605,2,0.001020864
514,125656.0704,2,0.00035448
516,1042163.605,4,0.001020864
520,525410.4815,4,0.000724852
524,141281.6704,3,0.000375875
527,125656.0704,3,0.00035448
530,141281.6704,2,0.000375875
532,525410.4815,3,0.000724852
535,402842.2601,2,0.000634699
537,469521.6199,5,0.000685216
542,141281.6704,4,0.000375875
546,1036766.759,4,0.001018217
550,1025050.911,4,0.001012448
554,141281.6704,2,0.000375875
556,402842.2601,2,0.000634699
558,141281.6704,3,0.000375875
561,504451.4456,3,0.000710247
564,399942.4081,2,0.00063241
566,467103.9025,4,0.00068345
570,141281.6704,2,0.000375875
572,103510.7315,3,0.000321731
575,1025507.902,1,0.001012674
576,103510.7315,3,0.000321731
579,132245.5007,6,0.000363656
585,92081.9025,3,0.00030345
588,141281.6704,4,0.000375875
592,103510.7315,2,0.000321731
594,103510.7315,2,0.000321731
596,468345.7047,4,0.000684358
600,468345.7047,2,0.000684358
602,103510.7315,6,0.000321731
608,132245.5007,2,0.000363656
610,103510.7315,2,0.000321731
612,125656.0704,2,0.00035448
614,103510.7315,2,0.000321731
616,129852.8414,2,0.000360351
618,402842.2601,2,0.000634699
620,125656.0704,2,0.00035448
622,103510.7315,2,0.000321731
624,103510.7315,3,0.000321731
627,92081.9025,4,0.00030345
631,924337.9075,1,0.000961425
632,129852.8414,3,0.000360351
635,400184.4486,1,0.000632601
636,141281.6704,3,0.000375875
639,92081.9025,2,0.00030345
641,467103.9025,4,0.00068345
645,132245.5007,3,0.000363656
648,401420.0898,3,0.000633577
651,401420.0898,2,0.000633577
653,125656.0704,3,0.00035448
656,401420.0898,4,0.000633577
660,401420.0898,5,0.000633577
665,401420.0898,3,0.000633577
