2,9007285.579,0.003001214
6,8917390.44,0.0029862
10,7298466.336,0.002701567
14,7060924.418,0.00265724
18,7207286.504,0.002684639
23,11002342.04,0.003316978
26,9683309.781,0.003111802
31,13501452.82,0.003674432
35,7085761.3,0.002661909
36,2913877.642,0.001707008
40,5873533.804,0.002423537
44,7718627.432,0.002778242
48,7718627.432,0.002778242
52,7207286.504,0.002684639
56,7114781.223,0.002667355
60,5465772.043,0.002337899
64,11053180.96,0.003324632
68,5873533.804,0.002423537
73,5465772.043,0.002337899
76,7815418.219,0.002795607
81,8967552.891,0.002994587
85,7060924.418,0.00265724
89,7085761.3,0.002661909
93,7298466.336,0.002701567
97,5540534.092,0.002353834
101,7222222.094,0.002687419
106,5465772.043,0.002337899
110,7085761.3,0.002661909
114,7133458.385,0.002670853
119,5465772.043,0.002337899
122,7815418.219,0.002795607
126,4438507.548,0.002106777
131,5420841.193,0.00232827
135,7060924.418,0.00265724
139,7133458.385,0.002670853
144,5970324.591,0.002443425
148,5610600.122,0.002368671
152,5465772.043,0.002337899
156,7207286.504,0.002684639
160,7060924.418,0.00265724
164,4271982.998,0.002066878
164,4368773.785,0.002090161
168,5540534.092,0.002353834
173,7375599.438,0.002715805
176,4368773.785,0.002090161
181,3997240.476,0.00199931
185,5420841.193,0.00232827
189,7133458.385,0.002670853
194,5970324.591,0.002443425
198,4033272.593,0.002008301
202,4481188.527,0.002116882
206,5465772.043,0.002337899
210,4368773.785,0.002090161
214,7085761.3,0.002661909
218,4438507.548,0.002106777
223,4033272.593,0.002008301
227,4090417.419,0.002022478
231,5440464.959,0.00233248
235,7133458.385,0.002670853
240,4139620.237,0.002034606
244,2856983.72,0.001690261
248,4438507.548,0.002106777
252,5430189.308,0.002330277
256,4090417.419,0.002022478
260,5476262.923,0.002340142
264,3997240.476,0.00199931
269,4139620.237,0.002034606
273,5430189.308,0.002330277
277,5476262.923,0.002340142
281,2817232.076,0.001678461
285,4090417.419,0.002022478
290,3080402.192,0.001755107
293,5665101.89,0.002380147
298,3123083.171,0.001767225
302,4485385.298,0.002117873
306,4011736.541,0.002002932
311,4171960.243,0.002042538
314,4438507.548,0.002106777
319,2817232.076,0.001678461
323,2856983.72,0.001690261
327,4003223.246,0.002000806
331,4090417.419,0.002022478
335,4011736.541,0.002002932
339,2856983.72,0.001690261
344,2885829.041,0.001698773
348,2885829.041,0.001698773
352,2790035.716,0.00167034
356,2856983.72,0.001690261
360,4011736.541,0.002002932
364,4171960.243,0.002042538
369,2812859.495,0.001677158
372,2008505.834,0.001417218
376,2012702.605,0.001418698
381,2799551.969,0.001673186
385,1817767.887,0.001348246
390,2008505.834,0.001417218
394,2856983.72,0.001690261
398,2856983.72,0.001690261
402,1799300.304,0.00134138
406,1817767.887,0.001348246
410,1807987.178,0.001344614
414,1799300.304,0.00134138
418,2812859.495,0.001677158
422,1025450.661,0.001012645
427,1799300.304,0.00134138
431,1804148.641,0.001343186
436,1036766.759,0.001018217
440,1025450.661,0.001012645
443,1036766.759,0.001018217
448,2793537.127,0.001671388
452,1804148.641,0.001343186
454,402842.2601,0.000634699
456,1042163.605,0.001020864
460,1034975.001,0.001017337
464,525410.4815,0.000724852
469,1025989.413,0.001012911
471,92081.9025,0.00030345
473,467103.9025,0.00068345
475,925385.6816,0.00096197
477,467103.9025,0.00068345
479,399942.4081,0.00063241
481,1034975.001,0.001017337
485,1025989.413,0.001012911
489,1036766.759,0.001018217
494,467300.5655,0.000683594
496,937886.7739,0.000968446
498,475499.0893,0.000689564
502,1024974.008,0.00101241
506,1025507.902,0.001012674
508,92081.9025,0.00030345
510,1807987.178,0.001344614
515,1036766.759,0.001018217
517,400184.4486,0.000632601
519,1024974.008,0.00101241
521,399942.4081,0.00063241
523,1031143.278,0.001015452
527,1024974.008,0.00101241
531,467300.5655,0.000683594
535,2818832.77,0.001678938
539,1843138.306,0.001357622
544,1843138.306,0.001357622
548,1034975.001,0.001017337
551,1800069.158,0.001341667
556,1024974.008,0.00101241
560,469521.6199,0.000685216
562,399942.4081,0.00063241
565,1042163.605,0.001020864
568,129852.8414,0.000360351
570,129852.8414,0.000360351
572,1153014.35,0.001073785
577,1042163.605,0.001020864
581,1807987.178,0.001344614
584,103510.7315,0.000321731
586,1141585.521,0.00106845
589,1025050.911,0.001012448
591,400184.4486,0.000632601
594,1805084.374,0.001343534
598,1843138.306,0.001357622
600,400184.4486,0.000632601
602,513981.6525,0.000716925
606,1799862.836,0.00134159
610,1141585.521,0.00106845
